id,type,priority,status,milestone,wave,epic_ids,domain,persona,statement,verification,source_scope
URS-F-0470,Functional,Must,Proposed,M4,4,EPIC-409,search,User,The system shall index authorized metadata and selected log fields into a replaceable search projection.,"Projection rebuild, isolation and query contract tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0471,Functional,Must,Proposed,M4,4,EPIC-409,search,User,"The system shall support full-text, field, range, state, label, namespace and time filters.","Projection rebuild, isolation and query contract tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0472,Functional,Must,Proposed,M4,4,EPIC-409,search,User,The system shall return stable pagination and relevance or field sorting.,"Projection rebuild, isolation and query contract tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0473,Functional,Must,Proposed,M4,4,EPIC-409,search,User,The system shall rebuild indexes from authoritative repositories and event history.,"Projection rebuild, isolation and query contract tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0474,Functional,Must,Proposed,M4,4,EPIC-409,search,User,The system shall continue writes and orchestration during search backend degradation.,"Projection rebuild, isolation and query contract tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0475,Functional,Must,Proposed,M4,4,EPIC-409,search,User,The system shall prevent cross-tenant leakage in both indexed documents and query execution.,"Projection rebuild, isolation and query contract tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0476,Functional,Must,Proposed,M4,4,EPIC-409,search,User,"The system shall expose index lag, failures, version and rebuild progress.","Projection rebuild, isolation and query contract tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0477,Functional,Must,Proposed,M4,4,EPIC-409,search,User,"The system shall provide PostgreSQL full-text, trigram and structured search over rebuildable tenant-scoped projections.","Projection rebuild, isolation and query contract tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0478,Functional,Must,Proposed,M4,4,EPIC-410,ui,Administrator,"The system shall browse namespace hierarchy, inherited settings, files, key-values, secrets metadata and plugin defaults.","Automated browser, accessibility and manual usability tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0479,Functional,Must,Proposed,M4,4,EPIC-410,ui,Administrator,"The system shall manage users, groups, roles, bindings, service accounts, tokens and identity providers according to permissions.","Automated browser, accessibility and manual usability tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0480,Functional,Must,Proposed,M4,4,EPIC-410,ui,Administrator,"The system shall view workers, services, queues, storage, search, migrations and component health.","Automated browser, accessibility and manual usability tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0481,Functional,Must,Proposed,M4,4,EPIC-410,ui,Administrator,"The system shall manage retention, announcements, maintenance, kill switches and feature flags.","Automated browser, accessibility and manual usability tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0482,Functional,Must,Proposed,M4,4,EPIC-410,ui,Administrator,The system shall display effective configuration and provenance while redacting secrets.,"Automated browser, accessibility and manual usability tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0483,Functional,Must,Proposed,M4,4,EPIC-410,ui,Administrator,The system shall require reauthentication or step-up approval for high-risk administrative operations.,"Automated browser, accessibility and manual usability tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0484,Functional,Must,Proposed,M4,4,EPIC-410,ui,Administrator,The system shall provide dry-run and impact previews for bulk or destructive changes.,"Automated browser, accessibility and manual usability tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0485,Functional,Must,Proposed,M4,4,EPIC-410,ui,Administrator,The system shall record every successful and rejected administrative action in audit history.,"Automated browser, accessibility and manual usability tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0486,Functional,Must,Proposed,M4,4,EPIC-411,ui,New user,"The system shall provide versioned blueprint templates with parameters, documentation, license and provenance.","Automated browser, accessibility and manual usability tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0487,Functional,Must,Proposed,M4,4,EPIC-411,ui,New user,"The system shall search and preview built-in, organization and community blueprint catalogs.","Automated browser, accessibility and manual usability tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0488,Functional,Must,Proposed,M4,4,EPIC-411,ui,New user,The system shall instantiate a blueprint into a draft flow without executing it automatically.,"Automated browser, accessibility and manual usability tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0489,Functional,Must,Proposed,M4,4,EPIC-411,ui,New user,The system shall provide a playground that validates and simulates supported expressions and flow fragments.,"Automated browser, accessibility and manual usability tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0490,Functional,Must,Proposed,M4,4,EPIC-411,ui,New user,The system shall isolate playground execution from production credentials and infrastructure by default.,"Automated browser, accessibility and manual usability tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0491,Functional,Must,Proposed,M4,4,EPIC-411,ui,New user,"The system shall guide first-time administrators through storage, database, runner and authentication readiness.","Automated browser, accessibility and manual usability tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0492,Functional,Must,Proposed,M4,4,EPIC-411,ui,New user,The system shall provide sample data and local-only examples that run in the reference Compose environment.,"Automated browser, accessibility and manual usability tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0493,Functional,Must,Proposed,M4,4,EPIC-411,ui,New user,The system shall track onboarding completion locally without requiring external telemetry.,"Automated browser, accessibility and manual usability tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0494,Functional,Must,Verified,M5,5,EPIC-500,governance,Administrator,"The system shall define permissions by resource type and action including view, create, update, delete, execute, manage and use.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0495,Functional,Must,Verified,M5,5,EPIC-500,governance,Administrator,"The system shall bind roles to users, groups and service accounts at instance, tenant and namespace scopes.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0496,Functional,Must,Verified,M5,5,EPIC-500,governance,Administrator,The system shall inherit namespace permissions predictably with explicit deny or boundary behavior.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0497,Functional,Must,Verified,M5,5,EPIC-500,governance,Administrator,"The system shall evaluate authorization server-side for REST, realtime, CLI, UI, worker and plugin-originated requests.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0498,Functional,Must,Verified,M5,5,EPIC-500,governance,Administrator,The system shall cache decisions safely without retaining access after binding or group revocation.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0499,Functional,Must,Verified,M5,5,EPIC-500,governance,Administrator,The system shall explain authorization decisions to administrators without revealing inaccessible resource details.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0500,Functional,Must,Verified,M5,5,EPIC-500,governance,Administrator,The system shall provide built-in least-privilege roles and prevent accidental removal of all administrators.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0501,Functional,Must,Verified,M5,5,EPIC-500,governance,Administrator,The system shall test every public endpoint and event stream for tenant and permission isolation.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0502,Functional,Must,Verified,M5,5,EPIC-501,governance,Administrator,"The system shall create service accounts with roles, groups, tenant and namespace bindings.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0503,Functional,Must,Verified,M5,5,EPIC-501,governance,Administrator,"The system shall issue hashed or asymmetric API tokens with name, scopes, audience, expiry and last-used metadata.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0504,Functional,Must,Verified,M5,5,EPIC-501,governance,Administrator,The system shall show token material only once and support rotation with an overlap period.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0505,Functional,Must,Verified,M5,5,EPIC-501,governance,Administrator,"The system shall revoke tokens, sessions and derived credentials immediately across components.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0506,Functional,Must,Verified,M5,5,EPIC-501,governance,Administrator,The system shall support workload identity and short-lived token exchange for workers and plugins.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0507,Functional,Must,Verified,M5,5,EPIC-501,governance,Administrator,The system shall apply independent quotas and rate limits to automation identities.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0508,Functional,Must,Verified,M5,5,EPIC-501,governance,Administrator,"The system shall record token creation, use, failure, rotation and revocation without storing token plaintext.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0509,Functional,Must,Verified,M5,5,EPIC-501,governance,Administrator,The system shall prevent service accounts from interactive login unless explicitly supported by policy.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0510,Functional,Must,Proposed,M5,5,EPIC-502,governance,Administrator,The system shall support OpenID Connect authorization-code flow with PKCE and configurable claims.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0511,Functional,Must,Proposed,M5,5,EPIC-502,governance,Administrator,The system shall support SAML 2.0 service-provider flows with signed assertions and metadata rotation.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0512,Functional,Must,Proposed,M5,5,EPIC-502,governance,Administrator,The system shall support LDAP or Active Directory authentication and group lookup over TLS.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0513,Functional,Must,Proposed,M5,5,EPIC-502,governance,Administrator,"The system shall support SCIM 2.0 user and group provisioning, update, disable and deprovision operations.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0514,Functional,Must,Proposed,M5,5,EPIC-502,governance,Administrator,The system shall map identity-provider claims or groups to platform groups and tenant access through explicit rules.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0515,Functional,Must,Proposed,M5,5,EPIC-502,governance,Administrator,"The system shall prevent account takeover through ambiguous email, subject or provider linking.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0516,Functional,Must,Proposed,M5,5,EPIC-502,governance,Administrator,"The system shall test signing-key rotation, clock skew, replay, logout and provider outage behavior.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0517,Functional,Must,Proposed,M5,5,EPIC-502,governance,Administrator,The system shall allow multiple identity providers with domain or tenant routing policy.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0518,Functional,Must,Verified,M5,5,EPIC-503,governance,Platform operator,"The system shall scope every resource, query, message, cache entry, artifact and audit event to an explicit tenant.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0519,Functional,Must,Verified,M5,5,EPIC-503,governance,Platform operator,The system shall require tenant context at service boundaries and reject implicit fallback outside single-tenant mode.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0520,Functional,Must,Verified,M5,5,EPIC-503,governance,Platform operator,"The system shall support tenant creation, suspension, deletion, export and restoration workflows.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0521,Functional,Must,Verified,M5,5,EPIC-503,governance,Platform operator,"The system shall apply tenant-specific quotas, retention, encryption, identity providers, plugins and feature flags.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0522,Functional,Must,Verified,M5,5,EPIC-503,governance,Platform operator,"The system shall prevent identifiers, timing, search, metrics, logs and error messages from leaking cross-tenant information.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0523,Functional,Must,Verified,M5,5,EPIC-503,governance,Platform operator,The system shall support tenant-aware worker groups and storage prefixes or buckets.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0524,Functional,Must,Verified,M5,5,EPIC-503,governance,Platform operator,The system shall let super-administrators operate across tenants with separately audited privileges.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0525,Functional,Must,Verified,M5,5,EPIC-503,governance,Platform operator,The system shall prove isolation with adversarial automated tests and database policy checks.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0526,Functional,Must,Proposed,M5,5,EPIC-504,governance,Auditor,"The system shall audit authentication, authorization, resource mutation, execution intervention, secret use, policy decision and administration events.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0527,Functional,Must,Proposed,M5,5,EPIC-504,governance,Auditor,"The system shall include actor, delegated identity, tenant, resource, action, outcome, reason, source, timestamp, correlation and trace identifiers.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0528,Functional,Must,Proposed,M5,5,EPIC-504,governance,Auditor,The system shall redact protected values while retaining enough metadata for investigation.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0529,Functional,Must,Proposed,M5,5,EPIC-504,governance,Auditor,The system shall write audit events transactionally with the associated state change where possible.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0530,Functional,Must,Proposed,M5,5,EPIC-504,governance,Auditor,"The system shall detect gaps or tampering through append-only storage, hash chaining or signed export batches.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0531,Functional,Must,Proposed,M5,5,EPIC-504,governance,Auditor,The system shall apply independent audit retention and legal-hold policy.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0532,Functional,Must,Proposed,M5,5,EPIC-504,governance,Auditor,"The system shall export audit events to files, object storage and external security information systems.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0533,Functional,Must,Proposed,M5,5,EPIC-504,governance,Auditor,The system shall restrict audit access and audit access to the audit log itself.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0534,Functional,Must,Proposed,M5,5,EPIC-505,governance,Administrator,"The system shall allow or deny plugin packages, types, versions, vendors and capabilities at instance, tenant and namespace scopes.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0535,Functional,Must,Proposed,M5,5,EPIC-505,governance,Administrator,"The system shall distinguish authoring, validation, execution and administration permissions for plugins.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0536,Functional,Must,Proposed,M5,5,EPIC-505,governance,Administrator,The system shall freeze approved plugin versions and prevent unreviewed automatic upgrades.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0537,Functional,Must,Proposed,M5,5,EPIC-505,governance,Administrator,The system shall evaluate policy when saving a flow and again when starting an execution.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0538,Functional,Must,Proposed,M5,5,EPIC-505,governance,Administrator,"The system shall quarantine vulnerable, revoked or compromised plugin versions while preserving historical metadata.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0539,Functional,Must,Proposed,M5,5,EPIC-505,governance,Administrator,The system shall show the effective policy and source of every decision.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0540,Functional,Must,Proposed,M5,5,EPIC-505,governance,Administrator,The system shall support emergency disable with an impact preview of affected flows and running executions.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0541,Functional,Must,Proposed,M5,5,EPIC-505,governance,Administrator,The system shall record policy changes and violations in audit history.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0542,Functional,Must,Proposed,M5,5,EPIC-506,security,Administrator,The system shall define a provider-neutral secret reference and lookup interface.,Security integration tests and threat-model review,Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0543,Functional,Must,Proposed,M5,5,EPIC-506,security,Administrator,The system shall support environment or file development secrets and at least three production secret-manager adapters before GA.,Security integration tests and threat-model review,Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0544,Functional,Must,Proposed,M5,5,EPIC-506,security,Administrator,"The system shall resolve secrets just in time for an authorized task, trigger, runner or plugin call.",Security integration tests and threat-model review,Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0545,Functional,Must,Proposed,M5,5,EPIC-506,security,Administrator,The system shall cache secret values only in protected memory for a bounded duration and support forced invalidation.,Security integration tests and threat-model review,Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0546,Functional,Must,Proposed,M5,5,EPIC-506,security,Administrator,"The system shall support version pinning, rotation, missing-secret behavior and provider failover policy.",Security integration tests and threat-model review,Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0547,Functional,Must,Proposed,M5,5,EPIC-506,security,Administrator,"The system shall prevent secret values from entering events, logs, errors, metrics, outputs, caches or UI previews.",Security integration tests and threat-model review,Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0548,Functional,Must,Proposed,M5,5,EPIC-506,security,Administrator,The system shall audit secret metadata access and use without recording the value.,Security integration tests and threat-model review,Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0549,Functional,Must,Proposed,M5,5,EPIC-506,security,Administrator,The system shall apply namespace and tenant permissions independently from provider-side permissions.,Security integration tests and threat-model review,Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0550,Functional,Must,Proposed,M5,5,EPIC-507,governance,Data steward,The system shall register assets from explicit declarations and plugin-emitted read or write events.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0551,Functional,Must,Proposed,M5,5,EPIC-507,governance,Data steward,"The system shall identify assets by provider, account, location, type and stable external key.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0552,Functional,Must,Proposed,M5,5,EPIC-507,governance,Data steward,"The system shall link assets to producing and consuming flows, task runs, executions and artifacts.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0553,Functional,Must,Proposed,M5,5,EPIC-507,governance,Data steward,"The system shall display upstream, downstream, last materialization, health and ownership metadata.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0554,Functional,Must,Proposed,M5,5,EPIC-507,governance,Data steward,"The system shall support custom metadata, tags, descriptions, contacts and domain grouping.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0555,Functional,Must,Proposed,M5,5,EPIC-507,governance,Data steward,"The system shall record lineage confidence and distinguish declared, observed and inferred edges.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0556,Functional,Must,Proposed,M5,5,EPIC-507,governance,Data steward,The system shall apply tenant and namespace permissions to asset visibility and lineage traversal.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0557,Functional,Must,Proposed,M5,5,EPIC-507,governance,Data steward,The system shall export catalog and lineage through API and open interchange formats where practical.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0558,Functional,Must,Proposed,M5,5,EPIC-508,governance,Business user,"The system shall define versioned apps with forms, validation, display, permissions and flow launch behavior.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0559,Functional,Must,Proposed,M5,5,EPIC-508,governance,Business user,The system shall generate forms from flow inputs while allowing explicit layout and help text.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0560,Functional,Must,Proposed,M5,5,EPIC-508,governance,Business user,"The system shall create durable approval tasks with assignees, groups, deadlines, escalation and delegation.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0561,Functional,Must,Proposed,M5,5,EPIC-508,governance,Business user,"The system shall support approve, reject, request changes, comment and attach artifact actions.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0562,Functional,Must,Proposed,M5,5,EPIC-508,governance,Business user,The system shall resume waiting workflows exactly once after an authorized decision.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0563,Functional,Must,Proposed,M5,5,EPIC-508,governance,Business user,"The system shall record decision identity, time, reason and form values in audit and execution history.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0564,Functional,Must,Proposed,M5,5,EPIC-508,governance,Business user,The system shall notify participants without exposing inaccessible execution data.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0565,Functional,Must,Proposed,M5,5,EPIC-508,governance,Business user,The system shall provide embeddable or linkable app views protected by the same authorization model.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0566,Functional,Must,Proposed,M5,5,EPIC-509,operations,Administrator,"The system shall publish scheduled and immediate announcements with severity, audience and expiry.","Reference deployment, upgrade and failure-recovery tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0567,Functional,Must,Proposed,M5,5,EPIC-509,operations,Administrator,"The system shall enter maintenance modes that separately control authoring, new executions, triggers, API writes and worker dispatch.","Reference deployment, upgrade and failure-recovery tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0568,Functional,Must,Proposed,M5,5,EPIC-509,operations,Administrator,"The system shall activate tenant, namespace, flow, plugin, runner or instance kill switches.","Reference deployment, upgrade and failure-recovery tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0569,Functional,Must,Proposed,M5,5,EPIC-509,operations,Administrator,The system shall define behavior for already-running work when a switch is activated.,"Reference deployment, upgrade and failure-recovery tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0570,Functional,Must,Proposed,M5,5,EPIC-509,operations,Administrator,"The system shall require reason, actor, expiry or review for emergency controls.","Reference deployment, upgrade and failure-recovery tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0571,Functional,Must,Proposed,M5,5,EPIC-509,operations,Administrator,The system shall propagate control changes rapidly to all components and expose acknowledgement status.,"Reference deployment, upgrade and failure-recovery tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0572,Functional,Must,Proposed,M5,5,EPIC-509,operations,Administrator,The system shall automatically expire temporary controls where configured.,"Reference deployment, upgrade and failure-recovery tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0573,Functional,Must,Proposed,M5,5,EPIC-509,operations,Administrator,"The system shall audit activation, extension, bypass and deactivation events.","Reference deployment, upgrade and failure-recovery tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0574,Functional,Must,Proposed,M5,5,EPIC-510,governance,Workflow author,"The system shall define tests with a flow revision, inputs, variables, mocked tasks or plugins and expected states or outputs.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0575,Functional,Must,Proposed,M5,5,EPIC-510,governance,Workflow author,"The system shall simulate expressions, branches, retries, handlers and generated task graphs without external side effects.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0576,Functional,Must,Proposed,M5,5,EPIC-510,governance,Workflow author,"The system shall run selected tests through API, CLI, UI and CI with machine-readable results.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0577,Functional,Must,Proposed,M5,5,EPIC-510,governance,Workflow author,The system shall provide plugin fixtures and recorded responses for external integrations.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0578,Functional,Must,Proposed,M5,5,EPIC-510,governance,Workflow author,"The system shall measure covered tasks, branches, handlers and conditions without claiming full semantic proof.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0579,Functional,Must,Proposed,M5,5,EPIC-510,governance,Workflow author,The system shall require passing tests through namespace promotion or policy gates.,"Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0580,Functional,Must,Proposed,M5,5,EPIC-510,governance,Workflow author,"The system shall pin test results to flow revision, plugin set and simulator version.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0581,Functional,Must,Proposed,M5,5,EPIC-510,governance,Workflow author,"The system shall isolate test data, secrets, artifacts and executions from production by default.","Authorization, audit and administrative end-to-end tests",Publicly documented Kestra enterprise-class capability; independent fully-OSS implementation
URS-F-0582,Functional,Must,Proposed,M6,6,EPIC-600,operations,Operator,"The system shall start webserver, executor, scheduler, worker and maintenance roles in one process or one deployment.","Reference deployment, upgrade and failure-recovery tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0583,Functional,Must,Proposed,M6,6,EPIC-600,operations,Operator,The system shall use PostgreSQL for authoritative state and compact queueing in the reference mode.,"Reference deployment, upgrade and failure-recovery tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0584,Functional,Must,Proposed,M6,6,EPIC-600,operations,Operator,The system shall use local or S3-compatible object storage through configuration.,"Reference deployment, upgrade and failure-recovery tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0585,Functional,Must,Proposed,M6,6,EPIC-600,operations,Operator,"The system shall provide Docker, Docker Compose and native binary or package installation paths.","Reference deployment, upgrade and failure-recovery tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0586,Functional,Must,Proposed,M6,6,EPIC-600,operations,Operator,"The system shall perform startup preflight checks for database, storage, configuration, migrations and required credentials.","Reference deployment, upgrade and failure-recovery tests",Kestra v1.3.30 public behavior and architecture parity baseline
URS-F-0587,Functional,Must,Proposed,M6,6,EPIC-600,operations,Operator,The system shall expose readiness separately from liveness and include degraded dependency states.,"Reference deployment, upgrade and failure-recovery tests",Kestra v1.3.30 public behavior and architecture parity baseline
