requirement_id,requirement_type,priority,epic_id,epic_title,milestone,wave,verification,status
URS-F-0419,Functional,Must,EPIC-402,CLI and generated client SDKs,M4,4,tests/test_cli_epic402.py::test_urs_f_0414_0415_0419_0420_profiles_secure_tokens_and_output_modes,Verified
URS-F-0420,Functional,Must,EPIC-402,CLI and generated client SDKs,M4,4,tests/test_cli_epic402.py::test_urs_f_0414_0415_0419_0420_profiles_secure_tokens_and_output_modes and deployed AMESH_SERVICE_ACCOUNT_TOKEN CLI smoke,Verified
URS-F-0421,Functional,Must,EPIC-402,CLI and generated client SDKs,M4,4,tests/test_cli_epic402.py::test_urs_f_0421_completion_and_docs_are_generated_from_parser and docs/cli/reference.md freshness check,Verified
URS-F-0422,Functional,Must,EPIC-403,Authentication session and credential entry points,M4,4,Security integration tests and threat-model review,Verified
URS-F-0423,Functional,Must,EPIC-403,Authentication session and credential entry points,M4,4,Security integration tests and threat-model review,Verified
URS-F-0424,Functional,Must,EPIC-403,Authentication session and credential entry points,M4,4,Security integration tests and threat-model review,Verified
URS-F-0425,Functional,Must,EPIC-403,Authentication session and credential entry points,M4,4,Security integration tests and threat-model review,Verified
URS-F-0426,Functional,Must,EPIC-403,Authentication session and credential entry points,M4,4,Security integration tests and threat-model review,Verified
URS-F-0427,Functional,Must,EPIC-403,Authentication session and credential entry points,M4,4,Security integration tests and threat-model review,Verified
URS-F-0428,Functional,Must,EPIC-403,Authentication session and credential entry points,M4,4,Security integration tests and threat-model review,Verified
URS-F-0429,Functional,Must,EPIC-403,Authentication session and credential entry points,M4,4,Security integration tests and threat-model review,Verified
URS-F-0430,Functional,Must,EPIC-404,"Web UI shell, navigation and accessibility",M4,4,"Automated browser, accessibility and manual usability tests",Verified
URS-F-0431,Functional,Must,EPIC-404,"Web UI shell, navigation and accessibility",M4,4,"Automated browser, accessibility and manual usability tests",Verified
URS-F-0432,Functional,Must,EPIC-404,"Web UI shell, navigation and accessibility",M4,4,"Automated browser, accessibility and manual usability tests",Verified
URS-F-0433,Functional,Must,EPIC-404,"Web UI shell, navigation and accessibility",M4,4,"Automated browser, accessibility and manual usability tests",Verified
URS-F-0434,Functional,Must,EPIC-404,"Web UI shell, navigation and accessibility",M4,4,"Automated browser, accessibility and manual usability tests",Verified
URS-F-0435,Functional,Must,EPIC-404,"Web UI shell, navigation and accessibility",M4,4,"Automated browser, accessibility and manual usability tests",Verified
URS-F-0436,Functional,Must,EPIC-404,"Web UI shell, navigation and accessibility",M4,4,"Automated browser, accessibility and manual usability tests",Verified
URS-F-0437,Functional,Must,EPIC-404,"Web UI shell, navigation and accessibility",M4,4,"Automated browser, accessibility and manual usability tests",Verified
URS-F-0438,Functional,Must,EPIC-405,Flow code editor and validation experience,M4,4,"Automated browser, accessibility and manual usability tests",Verified
URS-F-0439,Functional,Must,EPIC-405,Flow code editor and validation experience,M4,4,"Automated browser, accessibility and manual usability tests",Verified
URS-F-0440,Functional,Must,EPIC-405,Flow code editor and validation experience,M4,4,"Automated browser, accessibility and manual usability tests",Verified
URS-F-0441,Functional,Must,EPIC-405,Flow code editor and validation experience,M4,4,"Automated browser, accessibility and manual usability tests",Verified
URS-F-0442,Functional,Must,EPIC-405,Flow code editor and validation experience,M4,4,"Automated browser, accessibility and manual usability tests",Verified
URS-F-0443,Functional,Must,EPIC-405,Flow code editor and validation experience,M4,4,"Automated browser, accessibility and manual usability tests",Verified
URS-F-0444,Functional,Must,EPIC-405,Flow code editor and validation experience,M4,4,"Automated browser, accessibility and manual usability tests",Verified
URS-F-0445,Functional,Must,EPIC-405,Flow code editor and validation experience,M4,4,"Automated browser, accessibility and manual usability tests",Verified
URS-F-0446,Functional,Must,EPIC-406,Visual no-code editor and topology model,M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0447,Functional,Must,EPIC-406,Visual no-code editor and topology model,M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0448,Functional,Must,EPIC-406,Visual no-code editor and topology model,M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0449,Functional,Must,EPIC-406,Visual no-code editor and topology model,M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0450,Functional,Must,EPIC-406,Visual no-code editor and topology model,M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0451,Functional,Must,EPIC-406,Visual no-code editor and topology model,M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0452,Functional,Must,EPIC-406,Visual no-code editor and topology model,M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0453,Functional,Must,EPIC-406,Visual no-code editor and topology model,M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0454,Functional,Must,EPIC-407,"Execution details, Gantt, logs and debugging UI",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0455,Functional,Must,EPIC-407,"Execution details, Gantt, logs and debugging UI",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0456,Functional,Must,EPIC-407,"Execution details, Gantt, logs and debugging UI",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0457,Functional,Must,EPIC-407,"Execution details, Gantt, logs and debugging UI",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0458,Functional,Must,EPIC-407,"Execution details, Gantt, logs and debugging UI",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0459,Functional,Must,EPIC-407,"Execution details, Gantt, logs and debugging UI",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0460,Functional,Must,EPIC-407,"Execution details, Gantt, logs and debugging UI",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0461,Functional,Must,EPIC-407,"Execution details, Gantt, logs and debugging UI",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0462,Functional,Must,EPIC-408,"Dashboards, query language and saved views",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0463,Functional,Must,EPIC-408,"Dashboards, query language and saved views",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0464,Functional,Must,EPIC-408,"Dashboards, query language and saved views",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0465,Functional,Must,EPIC-408,"Dashboards, query language and saved views",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0466,Functional,Must,EPIC-408,"Dashboards, query language and saved views",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0467,Functional,Must,EPIC-408,"Dashboards, query language and saved views",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0468,Functional,Must,EPIC-408,"Dashboards, query language and saved views",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0469,Functional,Must,EPIC-408,"Dashboards, query language and saved views",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0470,Functional,Must,EPIC-409,"Search, indexing and retrieval projections",M4,4,"Projection rebuild, isolation and query contract tests",Proposed
URS-F-0471,Functional,Must,EPIC-409,"Search, indexing and retrieval projections",M4,4,"Projection rebuild, isolation and query contract tests",Proposed
URS-F-0472,Functional,Must,EPIC-409,"Search, indexing and retrieval projections",M4,4,"Projection rebuild, isolation and query contract tests",Proposed
URS-F-0473,Functional,Must,EPIC-409,"Search, indexing and retrieval projections",M4,4,"Projection rebuild, isolation and query contract tests",Proposed
URS-F-0474,Functional,Must,EPIC-409,"Search, indexing and retrieval projections",M4,4,"Projection rebuild, isolation and query contract tests",Proposed
URS-F-0475,Functional,Must,EPIC-409,"Search, indexing and retrieval projections",M4,4,"Projection rebuild, isolation and query contract tests",Proposed
URS-F-0476,Functional,Must,EPIC-409,"Search, indexing and retrieval projections",M4,4,"Projection rebuild, isolation and query contract tests",Proposed
URS-F-0477,Functional,Must,EPIC-409,"Search, indexing and retrieval projections",M4,4,"Projection rebuild, isolation and query contract tests",Proposed
URS-F-0478,Functional,Must,EPIC-410,"Namespace, settings and administration UI",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0479,Functional,Must,EPIC-410,"Namespace, settings and administration UI",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0480,Functional,Must,EPIC-410,"Namespace, settings and administration UI",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0481,Functional,Must,EPIC-410,"Namespace, settings and administration UI",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0482,Functional,Must,EPIC-410,"Namespace, settings and administration UI",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0483,Functional,Must,EPIC-410,"Namespace, settings and administration UI",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0484,Functional,Must,EPIC-410,"Namespace, settings and administration UI",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0485,Functional,Must,EPIC-410,"Namespace, settings and administration UI",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0486,Functional,Must,EPIC-411,"Blueprints, playground and onboarding",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0487,Functional,Must,EPIC-411,"Blueprints, playground and onboarding",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0488,Functional,Must,EPIC-411,"Blueprints, playground and onboarding",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0489,Functional,Must,EPIC-411,"Blueprints, playground and onboarding",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0490,Functional,Must,EPIC-411,"Blueprints, playground and onboarding",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0491,Functional,Must,EPIC-411,"Blueprints, playground and onboarding",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0492,Functional,Must,EPIC-411,"Blueprints, playground and onboarding",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0493,Functional,Must,EPIC-411,"Blueprints, playground and onboarding",M4,4,"Automated browser, accessibility and manual usability tests",Proposed
URS-F-0494,Functional,Must,EPIC-500,"Users, groups, roles, bindings and authorization",M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0495,Functional,Must,EPIC-500,"Users, groups, roles, bindings and authorization",M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0496,Functional,Must,EPIC-500,"Users, groups, roles, bindings and authorization",M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0497,Functional,Must,EPIC-500,"Users, groups, roles, bindings and authorization",M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0498,Functional,Must,EPIC-500,"Users, groups, roles, bindings and authorization",M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0499,Functional,Must,EPIC-500,"Users, groups, roles, bindings and authorization",M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0500,Functional,Must,EPIC-500,"Users, groups, roles, bindings and authorization",M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0501,Functional,Must,EPIC-500,"Users, groups, roles, bindings and authorization",M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0502,Functional,Must,EPIC-501,"Service accounts, API tokens and credentials",M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0503,Functional,Must,EPIC-501,"Service accounts, API tokens and credentials",M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0504,Functional,Must,EPIC-501,"Service accounts, API tokens and credentials",M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0505,Functional,Must,EPIC-501,"Service accounts, API tokens and credentials",M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0506,Functional,Must,EPIC-501,"Service accounts, API tokens and credentials",M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0507,Functional,Must,EPIC-501,"Service accounts, API tokens and credentials",M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0508,Functional,Must,EPIC-501,"Service accounts, API tokens and credentials",M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0509,Functional,Must,EPIC-501,"Service accounts, API tokens and credentials",M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0510,Functional,Must,EPIC-502,"SSO, OIDC, SAML, LDAP and SCIM",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0511,Functional,Must,EPIC-502,"SSO, OIDC, SAML, LDAP and SCIM",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0512,Functional,Must,EPIC-502,"SSO, OIDC, SAML, LDAP and SCIM",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0513,Functional,Must,EPIC-502,"SSO, OIDC, SAML, LDAP and SCIM",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0514,Functional,Must,EPIC-502,"SSO, OIDC, SAML, LDAP and SCIM",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0515,Functional,Must,EPIC-502,"SSO, OIDC, SAML, LDAP and SCIM",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0516,Functional,Must,EPIC-502,"SSO, OIDC, SAML, LDAP and SCIM",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0517,Functional,Must,EPIC-502,"SSO, OIDC, SAML, LDAP and SCIM",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0518,Functional,Must,EPIC-503,Multi-tenancy and resource isolation,M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0519,Functional,Must,EPIC-503,Multi-tenancy and resource isolation,M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0520,Functional,Must,EPIC-503,Multi-tenancy and resource isolation,M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0521,Functional,Must,EPIC-503,Multi-tenancy and resource isolation,M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0522,Functional,Must,EPIC-503,Multi-tenancy and resource isolation,M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0523,Functional,Must,EPIC-503,Multi-tenancy and resource isolation,M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0524,Functional,Must,EPIC-503,Multi-tenancy and resource isolation,M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0525,Functional,Must,EPIC-503,Multi-tenancy and resource isolation,M5,5,"Authorization, audit and administrative end-to-end tests",Verified
URS-F-0526,Functional,Must,EPIC-504,Immutable audit log and evidence export,M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0527,Functional,Must,EPIC-504,Immutable audit log and evidence export,M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0528,Functional,Must,EPIC-504,Immutable audit log and evidence export,M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0529,Functional,Must,EPIC-504,Immutable audit log and evidence export,M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0530,Functional,Must,EPIC-504,Immutable audit log and evidence export,M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0531,Functional,Must,EPIC-504,Immutable audit log and evidence export,M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0532,Functional,Must,EPIC-504,Immutable audit log and evidence export,M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0533,Functional,Must,EPIC-504,Immutable audit log and evidence export,M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0534,Functional,Must,EPIC-505,"Plugin allow, restrict and version policy",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0535,Functional,Must,EPIC-505,"Plugin allow, restrict and version policy",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0536,Functional,Must,EPIC-505,"Plugin allow, restrict and version policy",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0537,Functional,Must,EPIC-505,"Plugin allow, restrict and version policy",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0538,Functional,Must,EPIC-505,"Plugin allow, restrict and version policy",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0539,Functional,Must,EPIC-505,"Plugin allow, restrict and version policy",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0540,Functional,Must,EPIC-505,"Plugin allow, restrict and version policy",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0541,Functional,Must,EPIC-505,"Plugin allow, restrict and version policy",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0542,Functional,Must,EPIC-506,External secrets managers and secret lifecycle,M5,5,Security integration tests and threat-model review,Proposed
URS-F-0543,Functional,Must,EPIC-506,External secrets managers and secret lifecycle,M5,5,Security integration tests and threat-model review,Proposed
URS-F-0544,Functional,Must,EPIC-506,External secrets managers and secret lifecycle,M5,5,Security integration tests and threat-model review,Proposed
URS-F-0545,Functional,Must,EPIC-506,External secrets managers and secret lifecycle,M5,5,Security integration tests and threat-model review,Proposed
URS-F-0546,Functional,Must,EPIC-506,External secrets managers and secret lifecycle,M5,5,Security integration tests and threat-model review,Proposed
URS-F-0547,Functional,Must,EPIC-506,External secrets managers and secret lifecycle,M5,5,Security integration tests and threat-model review,Proposed
URS-F-0548,Functional,Must,EPIC-506,External secrets managers and secret lifecycle,M5,5,Security integration tests and threat-model review,Proposed
URS-F-0549,Functional,Must,EPIC-506,External secrets managers and secret lifecycle,M5,5,Security integration tests and threat-model review,Proposed
URS-F-0550,Functional,Must,EPIC-507,"Assets, lineage and catalog",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0551,Functional,Must,EPIC-507,"Assets, lineage and catalog",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0552,Functional,Must,EPIC-507,"Assets, lineage and catalog",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0553,Functional,Must,EPIC-507,"Assets, lineage and catalog",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0554,Functional,Must,EPIC-507,"Assets, lineage and catalog",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0555,Functional,Must,EPIC-507,"Assets, lineage and catalog",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0556,Functional,Must,EPIC-507,"Assets, lineage and catalog",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0557,Functional,Must,EPIC-507,"Assets, lineage and catalog",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0558,Functional,Must,EPIC-508,"Apps, forms and human approval tasks",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0559,Functional,Must,EPIC-508,"Apps, forms and human approval tasks",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0560,Functional,Must,EPIC-508,"Apps, forms and human approval tasks",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0561,Functional,Must,EPIC-508,"Apps, forms and human approval tasks",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0562,Functional,Must,EPIC-508,"Apps, forms and human approval tasks",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0563,Functional,Must,EPIC-508,"Apps, forms and human approval tasks",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0564,Functional,Must,EPIC-508,"Apps, forms and human approval tasks",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0565,Functional,Must,EPIC-508,"Apps, forms and human approval tasks",M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0566,Functional,Must,EPIC-509,"Announcements, maintenance mode and kill switch",M5,5,"Reference deployment, upgrade and failure-recovery tests",Proposed
URS-F-0567,Functional,Must,EPIC-509,"Announcements, maintenance mode and kill switch",M5,5,"Reference deployment, upgrade and failure-recovery tests",Proposed
URS-F-0568,Functional,Must,EPIC-509,"Announcements, maintenance mode and kill switch",M5,5,"Reference deployment, upgrade and failure-recovery tests",Proposed
URS-F-0569,Functional,Must,EPIC-509,"Announcements, maintenance mode and kill switch",M5,5,"Reference deployment, upgrade and failure-recovery tests",Proposed
URS-F-0570,Functional,Must,EPIC-509,"Announcements, maintenance mode and kill switch",M5,5,"Reference deployment, upgrade and failure-recovery tests",Proposed
URS-F-0571,Functional,Must,EPIC-509,"Announcements, maintenance mode and kill switch",M5,5,"Reference deployment, upgrade and failure-recovery tests",Proposed
URS-F-0572,Functional,Must,EPIC-509,"Announcements, maintenance mode and kill switch",M5,5,"Reference deployment, upgrade and failure-recovery tests",Proposed
URS-F-0573,Functional,Must,EPIC-509,"Announcements, maintenance mode and kill switch",M5,5,"Reference deployment, upgrade and failure-recovery tests",Proposed
URS-F-0574,Functional,Must,EPIC-510,Flow unit tests and quality gates,M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0575,Functional,Must,EPIC-510,Flow unit tests and quality gates,M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0576,Functional,Must,EPIC-510,Flow unit tests and quality gates,M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0577,Functional,Must,EPIC-510,Flow unit tests and quality gates,M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0578,Functional,Must,EPIC-510,Flow unit tests and quality gates,M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0579,Functional,Must,EPIC-510,Flow unit tests and quality gates,M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0580,Functional,Must,EPIC-510,Flow unit tests and quality gates,M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0581,Functional,Must,EPIC-510,Flow unit tests and quality gates,M5,5,"Authorization, audit and administrative end-to-end tests",Proposed
URS-F-0582,Functional,Must,EPIC-600,Standalone server and compact deployment,M6,6,"Reference deployment, upgrade and failure-recovery tests",Proposed
URS-F-0583,Functional,Must,EPIC-600,Standalone server and compact deployment,M6,6,"Reference deployment, upgrade and failure-recovery tests",Proposed
URS-F-0584,Functional,Must,EPIC-600,Standalone server and compact deployment,M6,6,"Reference deployment, upgrade and failure-recovery tests",Proposed
URS-F-0585,Functional,Must,EPIC-600,Standalone server and compact deployment,M6,6,"Reference deployment, upgrade and failure-recovery tests",Proposed
URS-F-0586,Functional,Must,EPIC-600,Standalone server and compact deployment,M6,6,"Reference deployment, upgrade and failure-recovery tests",Proposed
URS-F-0587,Functional,Must,EPIC-600,Standalone server and compact deployment,M6,6,"Reference deployment, upgrade and failure-recovery tests",Proposed
URS-F-0588,Functional,Must,EPIC-600,Standalone server and compact deployment,M6,6,"Reference deployment, upgrade and failure-recovery tests",Proposed
URS-F-0589,Functional,Must,EPIC-600,Standalone server and compact deployment,M6,6,"Reference deployment, upgrade and failure-recovery tests",Proposed
URS-F-0590,Functional,Must,EPIC-601,Distributed services and high availability,M6,6,"Reference deployment, upgrade and failure-recovery tests",Verified
URS-F-0591,Functional,Must,EPIC-601,Distributed services and high availability,M6,6,"Reference deployment, upgrade and failure-recovery tests",Verified
URS-F-0592,Functional,Must,EPIC-601,Distributed services and high availability,M6,6,"Reference deployment, upgrade and failure-recovery tests",Verified
URS-F-0593,Functional,Must,EPIC-601,Distributed services and high availability,M6,6,"Reference deployment, upgrade and failure-recovery tests",Verified
URS-F-0594,Functional,Must,EPIC-601,Distributed services and high availability,M6,6,"Reference deployment, upgrade and failure-recovery tests",Verified
URS-F-0595,Functional,Must,EPIC-601,Distributed services and high availability,M6,6,"Reference deployment, upgrade and failure-recovery tests",Verified
URS-F-0596,Functional,Must,EPIC-601,Distributed services and high availability,M6,6,"Reference deployment, upgrade and failure-recovery tests",Verified
URS-F-0597,Functional,Must,EPIC-601,Distributed services and high availability,M6,6,"Reference deployment, upgrade and failure-recovery tests",Verified
URS-F-0598,Functional,Must,EPIC-602,PostgreSQL transactional backend,M6,6,Repository or storage adapter contract and fault-injection tests,Verified
URS-F-0599,Functional,Must,EPIC-602,PostgreSQL transactional backend,M6,6,Repository or storage adapter contract and fault-injection tests,Verified
URS-F-0600,Functional,Must,EPIC-602,PostgreSQL transactional backend,M6,6,Repository or storage adapter contract and fault-injection tests,Verified
URS-F-0601,Functional,Must,EPIC-602,PostgreSQL transactional backend,M6,6,Repository or storage adapter contract and fault-injection tests,Verified
URS-F-0602,Functional,Must,EPIC-602,PostgreSQL transactional backend,M6,6,Repository or storage adapter contract and fault-injection tests,In Progress
URS-F-0603,Functional,Must,EPIC-602,PostgreSQL transactional backend,M6,6,Repository or storage adapter contract and fault-injection tests,In Progress
URS-F-0604,Functional,Must,EPIC-602,PostgreSQL transactional backend,M6,6,Repository or storage adapter contract and fault-injection tests,Verified
URS-F-0605,Functional,Must,EPIC-602,PostgreSQL transactional backend,M6,6,Repository or storage adapter contract and fault-injection tests,Verified
URS-F-0606,Functional,Must,EPIC-603,PostgreSQL distributed work queue and notifications,M6,6,"PostgreSQL delivery, ordering, duplicate, failover and saturation conformance tests",Verified
URS-F-0607,Functional,Must,EPIC-603,PostgreSQL distributed work queue and notifications,M6,6,"PostgreSQL delivery, ordering, duplicate, failover and saturation conformance tests",Verified
URS-F-0608,Functional,Must,EPIC-603,PostgreSQL distributed work queue and notifications,M6,6,"PostgreSQL delivery, ordering, duplicate, failover and saturation conformance tests",Verified
URS-F-0609,Functional,Must,EPIC-603,PostgreSQL distributed work queue and notifications,M6,6,"PostgreSQL delivery, ordering, duplicate, failover and saturation conformance tests",Verified
URS-F-0610,Functional,Must,EPIC-603,PostgreSQL distributed work queue and notifications,M6,6,"PostgreSQL delivery, ordering, duplicate, failover and saturation conformance tests",Verified
URS-F-0611,Functional,Must,EPIC-603,PostgreSQL distributed work queue and notifications,M6,6,"PostgreSQL delivery, ordering, duplicate, failover and saturation conformance tests",Verified
URS-F-0612,Functional,Must,EPIC-603,PostgreSQL distributed work queue and notifications,M6,6,"PostgreSQL delivery, ordering, duplicate, failover and saturation conformance tests",Verified
URS-F-0613,Functional,Must,EPIC-603,PostgreSQL distributed work queue and notifications,M6,6,"PostgreSQL delivery, ordering, duplicate, failover and saturation conformance tests",Verified
URS-F-0614,Functional,Must,EPIC-604,Search and analytics projection backend,M6,6,"PostgreSQL projection rebuild, isolation, retention and query-load tests",Proposed
URS-F-0615,Functional,Must,EPIC-604,Search and analytics projection backend,M6,6,"PostgreSQL projection rebuild, isolation, retention and query-load tests",Proposed
URS-F-0616,Functional,Must,EPIC-604,Search and analytics projection backend,M6,6,"PostgreSQL projection rebuild, isolation, retention and query-load tests",Proposed
URS-F-0617,Functional,Must,EPIC-604,Search and analytics projection backend,M6,6,"PostgreSQL projection rebuild, isolation, retention and query-load tests",Proposed
URS-F-0618,Functional,Must,EPIC-604,Search and analytics projection backend,M6,6,"PostgreSQL projection rebuild, isolation, retention and query-load tests",Proposed
URS-F-0619,Functional,Must,EPIC-604,Search and analytics projection backend,M6,6,"PostgreSQL projection rebuild, isolation, retention and query-load tests",Proposed
URS-F-0620,Functional,Must,EPIC-604,Search and analytics projection backend,M6,6,"PostgreSQL projection rebuild, isolation, retention and query-load tests",Proposed
URS-F-0621,Functional,Must,EPIC-604,Search and analytics projection backend,M6,6,"PostgreSQL projection rebuild, isolation, retention and query-load tests",Proposed
URS-F-0622,Functional,Must,EPIC-605,Object storage backends and lifecycle,M6,6,Repository or storage adapter contract and fault-injection tests,Verified
URS-F-0623,Functional,Must,EPIC-605,Object storage backends and lifecycle,M6,6,Repository or storage adapter contract and fault-injection tests,Verified
URS-F-0624,Functional,Must,EPIC-605,Object storage backends and lifecycle,M6,6,Repository or storage adapter contract and fault-injection tests,Verified
URS-F-0625,Functional,Must,EPIC-605,Object storage backends and lifecycle,M6,6,Repository or storage adapter contract and fault-injection tests,Verified
